id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_sf
109,533352170,60,0.8747444740778978,99.0,13517,1.0,1.0,0.9055113206130321,0.6822803931399066,1.0,1.0,0.8813474756752515,0.416111635099224,0.5482293611599373,0.45842142094917154,0.9342618586380639,0.8470956082518565,6,8,1976,2005,0.7633231119394187,0.532849726096161,0.6090934096692112,0.6950220193249964,0.8045112183448008,289.0,0.616360344765164,0.7841157116243731,0.6518702688520344,0.42484263681731793,0.8216378421610232,0.6057699985889117,1.0,533.0,0.8369692009144983,0.0,192.0,725.0,1.0,1.0,1.0,1.0,725,754,0,1479,0.0,0.0,2,1,3,1,0.629054883117901,6,1.0,0,0.42838321266618695,0.8271634722931427,1976.0,0.8540094627476195,2.0,475.0,0.7160470644230313,0.9004025767981475,1.0,0,44,0,0,0,0,0.5756873715467251,1.0,0.7286578348439073,0,3,2010,0.626878321997881,130500,2204.0
544,531379050,60,0.8747444740778978,43.0,11492,1.0,1.0,0.9055113206130321,0.6822803931399066,1.0,1.0,0.8813474756752515,0.5695298135011555,0.7261045981775903,0.45842142094917154,0.9342618586380639,0.8470956082518565,7,5,1996,1997,0.7633231119394187,0.532849726096161,0.8327255071485808,0.9092364670293366,0.8045112183448008,132.0,0.616360344765164,0.7841157116243731,1.0,0.6146692362149611,0.8216378421610232,0.6057699985889117,1.0,637.0,0.8369692009144983,0.0,276.0,913.0,1.0,1.0,1.0,1.0,913,1209,0,2122,1.0,0.0,2,1,4,1,0.629054883117901,8,1.0,1,0.6181148317212746,0.8271634722931427,1997.0,0.8540094627476195,2.0,559.0,0.7160470644230313,0.9004025767981475,1.0,0,74,0,0,0,0,0.5756873715467251,1.0,0.7286578348439073,0,4,2009,0.626878321997881,220000,3035.0
153,535304180,20,0.8747444740778978,68.0,7922,1.0,1.0,0.6963988357605972,0.6822803931399066,1.0,0.7694099893801489,0.8813474756752515,0.44257371660600037,0.7261045981775903,0.45842142094917154,0.9342618586380639,0.7379310308746991,5,7,1953,2007,0.7633231119394187,0.532849726096161,0.8327255071485808,0.9092364670293366,0.5827482293348576,0.0,0.3826065808352946,0.7094738284682306,0.6518702688520344,0.42484263681731793,0.8216378421610232,0.6057699985889117,1.0,731.0,0.8369692009144983,0.0,326.0,1057.0,1.0,0.6433747371158498,1.0,1.0,1057,0,0,1057,1.0,0.0,1,0,3,1,0.629054883117901,5,1.0,0,0.42838321266618695,0.53304449730033,1953.0,0.5868130055812731,1.0,246.0,0.7160470644230313,0.9004025767981475,1.0,0,52,0,0,0,0,0.5756873715467251,1.0,0.7286578348439073,0,1,2010,0.626878321997881,109000,2114.0
318,916386060,60,0.8747444740778978,73.0,9802,1.0,1.0,0.6963988357605972,0.6822803931399066,1.0,0.7694099893801489,0.8813474756752515,0.7311771150514351,0.7261045981775903,0.45842142094917154,0.9342618586380639,0.8470956082518565,5,5,2006,2007,0.7633231119394187,0.532849726096161,0.8327255071485808,0.9092364670293366,0.5827482293348576,0.0,0.3826065808352946,0.7841157116243731,1.0,0.6146692362149611,0.8216378421610232,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,384.0,384.0,1.0,0.7414515730156677,1.0,1.0,744,700,0,1444,0.0,0.0,2,1,3,1,0.4146595225774261,7,1.0,0,0.42838321266618695,1.0,2007.0,1.0,2.0,400.0,0.7160470644230313,0.9004025767981475,1.0,100,0,0,0,0,0,0.5756873715467251,1.0,0.7286578348439073,0,4,2010,0.626878321997881,174000,1828.0
255,906425045,50,0.8747444740778978,82.0,14235,1.0,1.0,0.9055113206130321,0.6822803931399066,1.0,0.7694099893801489,0.8813474756752515,0.5695298135011555,0.7261045981775903,0.45842142094917154,0.9342618586380639,0.5601098156352364,6,8,1900,1993,0.7633231119394187,0.532849726096161,0.5455759071799978,0.6950220193249964,0.5827482293348576,0.0,0.3826065808352946,0.7841157116243731,1.0,0.32701062821998905,1.0,0.6057699985889117,0.6993147444892988,0.0,0.8369692009144983,0.0,676.0,676.0,1.0,0.6433747371158498,1.0,1.0,831,614,0,1445,0.0,0.0,2,0,3,1,0.4146595225774261,6,1.0,0,0.42838321266618695,0.53304449730033,1957.0,0.5868130055812731,2.0,484.0,0.7160470644230313,0.9004025767981475,0.553851524660112,0,59,0,0,0,0,0.5756873715467251,1.0,0.7286578348439073,0,3,2010,0.626878321997881,138500,2121.0
138,535126040,20,0.8747444740778978,137.0,16492,1.0,1.0,0.9055113206130321,0.6822803931399066,1.0,0.7828126022674183,0.8813474756752515,0.44257371660600037,0.9997607365476814,0.45842142094917154,0.9342618586380639,0.7379310308746991,6,6,1966,2002,0.7633231119394187,0.532849726096161,0.7368515028625954,0.6950220193249964,0.5827482293348576,0.0,0.616360344765164,0.7841157116243731,0.6518702688520344,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6917926034843753,247.0,0.7435099412562133,713.0,557.0,1517.0,1.0,1.0,1.0,1.0,1888,0,0,1888,0.0,0.0,2,1,2,1,0.629054883117901,6,0.8051367233707051,1,0.7046498809455012,0.8271634722931427,1966.0,1.0,2.0,578.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0.5756873715467251,1.0,0.7286578348439073,0,6,2010,0.626878321997881,190000,3405.0
2827,908186070,180,0.590614474927431,35.0,3675,1.0,1.0,0.6963988357605972,0.6822803931399066,1.0,0.7694099893801489,0.8813474756752515,0.39582369567575126,0.7261045981775903,0.45842142094917154,1.0,0.6129025444596444,6,5,2005,2006,0.7633231119394187,0.532849726096161,0.8327255071485808,0.9092364670293366,0.8045112183448008,82.0,0.3826065808352946,0.7841157116243731,1.0,0.6146692362149611,0.8216378421610232,1.0,1.0,547.0,0.8369692009144983,0.0,0.0,547.0,1.0,0.7414515730156677,1.0,1.0,1072,0,0,1072,1.0,0.0,2,0,2,1,0.4146595225774261,5,1.0,0,0.42838321266618695,0.5778614558860047,2005.0,1.0,2.0,525.0,0.7160470644230313,0.9004025767981475,1.0,0,44,0,0,0,0,0.5756873715467251,1.0,0.7286578348439073,0,6,2006,1.0,140000,1619.0
145,535154050,20,0.8747444740778978,60.0,12160,1.0,1.0,0.9055113206130321,0.6822803931399066,1.0,0.7694099893801489,0.8813474756752515,0.44257371660600037,0.7261045981775903,0.45842142094917154,0.9342618586380639,0.7379310308746991,5,5,1959,1959,1.0,0.532849726096161,0.650807076134994,0.6950220193249964,0.8045112183448008,180.0,0.3826065808352946,0.7841157116243731,0.6518702688520344,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6029673542511822,1000.0,0.8369692009144983,0.0,188.0,1188.0,1.0,0.542169786260681,1.0,1.0,1188,0,0,1188,1.0,0.0,1,0,3,1,0.4146595225774261,6,1.0,0,0.42838321266618695,0.8271634722931427,1959.0,0.8540094627476195,2.0,531.0,0.7160470644230313,0.9004025767981475,1.0,0,0,0,0,0,0,0.5756873715467251,0.7831932732587839,0.7286578348439073,0,5,2010,0.4787256044570429,142000,2376.0
1942,535353130,20,0.8747444740778978,85.0,15783,1.0,1.0,0.6963988357605972,0.6822803931399066,1.0,0.7694099893801489,0.8813474756752515,0.3799985458847907,0.5053684555413328,0.45842142094917154,0.9342618586380639,0.7379310308746991,5,5,1952,1952,0.7633231119394187,0.532849726096161,0.5455759071799978,0.6080582588916804,0.5827482293348576,0.0,0.3826065808352946,0.7841157116243731,0.6518702688520344,0.42484263681731793,0.8216378421610232,0.6057699985889117,0.6029673542511822,292.0,0.8369692009144983,0.0,632.0,924.0,1.0,0.6433747371158498,1.0,1.0,924,0,0,924,0.0,0.0,1,0,2,1,0.4146595225774261,6,1.0,0,0.42838321266618695,0.53304449730033,1952.0,0.5868130055812731,1.0,420.0,0.7160470644230313,0.9004025767981475,1.0,0,324,0,0,0,0,0.5756873715467251,0.7831932732587839,0.6361709285714285,400,6,2007,0.626878321997881,112500,1848.0
1956,535426130,60,0.8747444740778978,70.0,11606,1.0,1.0,0.9055113206130321,1.0,1.0,0.7694099893801489,0.9509309415733536,0.44257371660600037,0.7261045981775903,0.45842142094917154,0.9342618586380639,0.8470956082518565,5,5,1969,1969,0.7633231119394187,0.532849726096161,0.650807076134994,0.6950220193249964,0.8045112183448008,192.0,0.3826065808352946,0.7841157116243731,1.0,0.6146692362149611,0.8216378421610232,0.7594051072641844,0.6029673542511822,650.0,0.8369692009144983,0.0,390.0,1040.0,1.0,0.6433747371158498,1.0,1.0,1040,1040,0,2080,0.0,1.0,1,2,5,1,0.30121161930267465,9,1.0,2,0.6181148317212746,0.8271634722931427,1969.0,0.5868130055812731,2.0,504.0,0.7160470644230313,0.9004025767981475,1.0,335,0,0,0,0,0,0.5756873715467251,1.0,0.7286578348439073,0,9,2007,0.626878321997881,135000,3120.0
